Product Name,Price,Rating,Reviews,Discount,Availability,Delivery Date
"HP EliteBook 840 G10 Notebook, 14"" WUXGA Business Laptop, Intel i5-1335U, 32GB DDR5 RAM, 1TB SSD, Iris Xe Graphics, Backlit, Fingerprint, Wi-Fi 6, Windows 11 Pro & Microsoft Office Lifetime License","₹92,990",4.6,949,(30% off),Only 1 left in stock.,"FREE delivery Sunday, 2 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 59 mins. Details"
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), FY5008TU Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","₹44,999",4.1,220,(23% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN","₹33,990",4.0,468,(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 59 mins. Details"
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN","₹33,990",4.0,468,(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 59 mins. Details"
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0156AU","₹41,990",3.1,14,(26% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 58 mins. Details"
"ASUS TUF Gaming F15, 15.6"" FHD 16:9, 144Hz 250nits, Intel Core i7-13620H 13th Gen, Gaming Laptop (16GB RAM/512GB SSD/RTX 4050/Windows 11/Office Home/90WHr Battery/Mecha Gray/2.2 Kg), FX507VU-LP210WS","₹99,990",4.5,3,(20% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 58 mins. Details"
"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W","₹58,990",4.0,432,(27% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 58 mins. Details"
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty","₹24,990",3.9,124,(34% off),In stock,"FREE delivery Sunday, 2 March. Details"
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg/MS Office 2021,"₹31,130",3.1,7,(43% off),In stock,"FREE delivery Wednesday, 5 March. Details"
"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.5cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Intel Arc GPU/Win11/MSO 21/FHD+IR Cam/1Yr ADP Free/Grey/1.4Kg), 83D2001GIN","₹1,10,990",4.2,92,(24% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 57 mins. Details"
"Lenovo V15 Thin & Light Laptop, 15.6"" FHD Display, Intel Core i5 12th Gen (1235U), 16GB DDR4 RAM, 512GB SSD, Webcam, HDMI, Wi-Fi-6, Windows 11, Intel Iris Xe Graphics, Black,1 Year Brand Warranty","₹42,990",3.7,7,(57% off),In stock,"FREE delivery Sunday, 2 March. Details"
DELL Latitude 3440 Intel Core i3 12th Gen 1215U - (8GB/512 GB SSD/Intel UHD Graphics) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg,"₹29,900",3.1,5,(46% off),In stock,"FREE delivery Sunday, 2 March. Details"
"MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN","₹45,990",4.0,12,(29% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 57 mins. Details"
"HP Victus, AMD Ryzen 5 5600H, NVIDIA RTX 3050, 16GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.37kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Gaming Laptop, Backlit kb, Enhanced Cooling, fb0106AX/Fb0112AX","₹58,900",4.1,210,(19% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 57 mins. Details"
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","₹38,190",4.0,246,(35% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 57 mins. Details"
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg","₹38,490",3.8,83,(27% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 56 mins. Details"
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN","₹33,990",4.0,468,(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 56 mins. Details"
"HP 15, 13th Gen Intel Core i3-1315U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, 1080p FHD Camera, fd0186TU","₹40,290",3.3,83,(21% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 56 mins. Details"
"HP OMEN Gaming Laptop, AMD Ryzen 9 7940HS AI-Powered, 8GB RTX 4070 GPU, 16.1-inch (40.9 cm), FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB Backlit KB, B&O (Black, 2.38 kg), xf0100AX","₹1,39,990",2.9,11,(25% off),In stock,"FREE delivery Friday, 28 February. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 56 mins. Details"
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - Platinum - ZGJ-00023,"₹1,13,990",3.7,3,(3% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Acer Aspire Lite 11th Gen Intel Core i3 Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-51, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","₹29,990",4.0,771,(43% off),In stock,"FREE delivery Saturday, 1 March. Details"
"ASUS TUF Gaming A15, 15.6"" FHD 16:9 144Hz 250nits, AMD Ryzen 5 7535HS Processor, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Graphite Black/2.3 Kg),FA566NC-HN083WS","₹58,680",4.0,432,(28% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 55 mins. Details"
"ASUS TUF Gaming, Gaming Laptop, 14"" FHD, 165Hz 400 nits, AMD Ryzen AI 9 HX 370 Processor 2.0GHz (32GB RAM/2TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office 2021//Jaeger Gray/1.46 Kg), FA401WV-RG037WS","₹1,64,990",4.3,5,(19% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 55 mins. Details"
"(Refurbished) Dell Latitude 5410 Intel Core i7 10th Gen 14"" (35.6 cm) FHD Touchscreen Laptop (16 GB DDR4 RAM/256 GB SSD/Intel UHD Graphics)/Wi-Fi/Windows 11/Thin & Light Laptop/MS Office","₹28,989",4.7,10,(26% off),Only 1 left in stock.,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Friday, 28 February. Details"
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (8GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office","₹35,178",5.0,4,(30% off),In stock,"FREE delivery Sunday, 2 March. Details"
"ASUS Vivobook 15, Core i3-1215U 12th Gen, Thin and Light Laptop, 15.6"" FHD, 60Hz (8 GB RAM/512GB SSD/Windows11/Office 2021/42WHr /Silver/1.40 kg), X1504ZA-NJ322WS","₹31,990",3.7,331,(44% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 55 mins. Details"
"ASUS VivoBook 15 (2022), Intel®Core i3-1215U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512 SSD//Windows 11/Office 2021//Backlit KB/Icelight Silver/1.7 kg), X1502ZA-EJ322WS","₹31,990",4.0,131,(42% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 54 mins. Details"
"(Refurbished) Lenovo ThinkPad T480 8th Gen Intel Core i5 Thin & Light FHD Touchscreen Laptop (8 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) FHD/Windows 11/MS Office/WiFi/Webcam/Intel HD Graphics)","₹20,940",5.0,7,(79% off),In stock,"FREE delivery Sunday, 2 March. Details"
"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display","₹23,990",3.7,273,(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 54 mins. Details"
"MSI CreatorPro M16, Intel 13th Gen. i7-13700H, 41CM QHD+ 60Hz Creator Laptop (16GB/1TB NVMe SSD/Windows 11 Pro/NVIDIA RTX A1000, GDDR6 6GB/Core Black/2.29Kg), B13VI-1273IN","₹1,60,820",5.0,1,(28% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo LOQ 2024 AMD Ryzen 7 7435HS | NVIDIA RTX 4060 8GB (24GB RAM/512GB SSD/15.6"" (39.6cm)/Windows 11/Office Home 2024/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83JC00EHIN Gaming Laptop","₹91,490",4.4,15,(29% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11/Arctic Grey/1.65 Kg), 82YU00W7IN","₹26,390",3.9,101,(71% off),In stock,"FREE delivery Sunday, 2 March. Details"
"Dell Gaming G15-5530 Laptop, Intel 13th Gen i9-13900HX Processor, 16GB DDR5 + 1TB SSD, NVIDIA RTX 4060 8 GB GDDR6, 15.6"" (39.62cm) FHD 165Hz 100% sRGB, 4-Zone RGB Backlit KB, Dark Shadow Gray, 2.65 Kg","₹1,41,390",N/A,N/A,(23% off),Only 1 left in stock.,"FREE delivery Tuesday, 4 March. Order within 19 hrs 38 mins. Details"
"Lenovo V14 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics 610M/Windows 11) Thin and Light Business Laptop/14 FHD Display/Silver/1.47 kg/MS Office 2021","₹25,900",3.6,8,(35% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo IdeaPad Slim 3 13th Gen Core i3-1305U (8GB RAM/512GB SSD/Integrated Intel UHD Graphics/14 inch (35.5cm)/Windows 11/ MS Office 2021/Grey/1.3Kg), 82X6004GIN Thin & Light Laptop","₹37,190",4.1,"1,027",(32% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 53 mins. Details"
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","₹49,990",3.5,10,(45% off),In stock,"FREE delivery Saturday, 1 March. Details"
"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen,Thin and Light Laptop,15.6"" (39.62 cm) FHD, (8GB RAM/512GB/Windows11/Office 2021/Blue/1.7 kg), X1502ZA-EJ523WS","₹46,990",4.1,161,(34% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 53 mins. Details"
"ASUS Vivobook Go 14, Thin and Light Laptop, AMD Ryzen 3 7320U, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS","₹31,990",4.0,85,(37% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 52 mins. Details"
"HP 15s, AMD Ryzen 5 5500U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, HD Camera, Dual Speakers, eq2144AU","₹37,732",4.1,"1,065",(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 52 mins. Details"
"Lenovo IdeaPad Slim 3 13th Gen Core i3-1305U (8GB RAM/512GB SSD/Integrated Intel UHD Graphics/14 inch (35.5cm)/Windows 11/ MS Office 2021/Grey/1.3Kg), 82X6004GIN Thin & Light Laptop","₹37,190",4.1,"1,027",(32% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 52 mins. Details"
"Samsung Galaxy Book3 Pro Intel 13th Gen i5 EvoTM 35.56cm(14"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/Graphite/1.17Kg), NP940XFG-KC1IN","₹97,150",3.7,15,(41% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 52 mins. Details"
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG","₹22,990",3.3,240,(28% off),In stock,"FREE delivery Sunday, 2 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 52 mins. Details"
"Dell Inspiron 5430 Laptop, Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/ 14.0"" (35.56cm) FHD+ Comfort View/Backlit KB/Windows 11+MSO'21/15 Month McAfee/Platinum Silver, Thunderbolt 4.0 Port,1.59kg","₹60,990",4.0,90,(10% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 52 mins. Details"
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VWIN","₹33,990",4.1,"1,027",(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 51 mins. Details"
"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Yr ADP Free/Cloud Grey/1.3Kg), 82V6009HIN","₹24,590",3.7,272,(42% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 51 mins. Details"
"(Refurbished) ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ542WS","₹44,590",3.4,3,(36% off),In stock,"FREE delivery Saturday, 1 March. Details"
"(Refurbished) HP Elitebook Laptop 840G5 Intel Core i5 - 8350u Processor 8th Gen, 16 GB Ram & 512 GB SSD,","₹25,899",3.6,116,(74% off),In stock,"FREE delivery Sunday, 2 March. Details"
"Dell [Smartchoice] Windows 11 Home 3520 Laptop, Intel Core i3-1215U, 12Th Gen (8GB RAM /512GB SSD /Window 11 /MS Office' 21 /15.6""(39.62 Cm) FHD Display /15 Month Mcafee /Black /1.69Kg Thin & Light","₹34,990",3.7,878,(29% off),In stock,"FREE delivery Friday, 28 February. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 51 mins. Details"
"Lenovo IdeaPad 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400EHIN","₹42,990",4.2,5,(40% off),Only 1 left in stock.,"FREE delivery Saturday, 1 March. Details"
"(Refurbished) Lenovo E41 Intel Core i5 6th Gen 14""(35.6 cm) HD Laptop (8 GB RAM|256 GB SSD|Intel HD Graphics) |Wi-Fi|Windows 10 Pro|Thin & Light Laptop|MS Office","₹13,999",1.0,1,(65% off),Only 1 left in stock.,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Friday, 28 February. Details"
"Dell Inspiron 15 3530 Laptop - Powerful 15.6 inch FHD (39.62cm) Display, Intel Core i7-1355U, 16 GB RAM, 512 GB SSD, Windows 11 Home, Platinum Silver, Thin and Light, Ideal for Data Mavens","₹69,490",4.0,22,(22% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 50 mins. Details"
"HP 247 G8 Laptop (AMD R3-5300U/ 14 Inches /8GB Ram DDR4 /512 GB SSD/Windows 11 Home) One Year Warranty, 600A9Pa","₹25,990",4.1,2,(34% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 50 mins. Details"
HP 14s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/14 (35.6 cm)/ Windows 11/ MS Office 21/Backlit Keyboard/Silver/1.46kg) dq5138TU Laptop,"₹37,690",4.1,"1,210",(26% off),Only 1 left in stock.,"FREE delivery Sunday, 2 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 50 mins. Details"
Lenovo V15 Intel Celeron n4500 FHD 15.6 inch Laptop / 8GB DDR4 Ram and 256GB NVME SSD/Intel UHD Graphics/Windows 11 & MS-Office/Privacy Shutter/Black / 1.6kg / 1 Year Brand Warranty,"₹23,802",4.4,4,(74% off),In stock,"FREE delivery Sunday, 2 March. Details"
"(Refurbished) Acer Travelmate P249 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB RAM|500 GB HDD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|Bluetooth|Webcam|Intel Graphics)","₹13,499",3.1,6,(85% off),Only 2 left in stock.,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Friday, 28 February. Details"
"HP Pavilion, 13th Gen Intel Core i7-1360P, 16GB DDR4, 1TB SSD, (Win11, Office21, Silver, 1.75kg) IPS, Anti-glare, 15.6-inch (39.6cm) FHD Laptop, Intel Iris Xe graphics, HD camera, Backlit KB, eg3036TU",₹N/A,4.0,60,N/A,"Currently unavailable.
We don't know when or if this item will be back in stock.",Not Mentioned
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 PRO) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021","₹27,968",3.5,16,(72% off),In stock,"FREE delivery Sunday, 2 March. Details"
"Lenovo IdeaPad Slim 3 AMD Ryzen 3 7320U 14"" FHD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/Office Home & Student 2021/1Yr ADP Free/Arctic Grey/1.37Kg), 82XN006JIN","₹33,190",N/A,N/A,(37% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 49 mins. Details"
"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6Cm) FHD Thin and Light Laptop (16Gb/512GB SSD/Win 11/Office 2021/Backlit Keyboard/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008VIN","₹43,990",3.7,215,(39% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 15 Inch (39.65cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK017RIN","₹37,500",4.1,"1,027",(59% off),In stock,"FREE delivery Saturday, 1 March. Order within 17 hrs 34 mins. Details"
"HP 15s, AMD Ryzen 5 5500U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, HD Camera, Dual Speakers, eq2144AU","₹37,732",4.1,"1,065",(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 48 mins. Details"
"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)","₹17,990",3.6,"3,183",(55% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 48 mins. Details"
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","₹22,990",3.3,240,(26% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 48 mins. Details"
"Dell Inspiron 3530 13th Gen Laptop, Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits Narrow Border/Windows 11+MSO'21/McAfee 15 Month/Platinum Silver/1.62kg","₹37,390",4.0,213,(23% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 48 mins. Details"
"MSI Modern 14, Intel 12th Gen. i3 1215U,36CM Laptop(8GB/512GB NVMe SSD/Windows 11 Home/UHD Graphic/Classic Black/1.4Kg),C12MO-1205IN","₹28,990",4.3,35,(36% off),In stock,"FREE delivery Saturday, 1 March. Details"
"HP Pavilion Aero AI Laptop, AMD Ryzen 5 8640U, 16 Tops, 16GB LPDDR5x, 512GB SSD, (Win 11, Office 21, Silver, < 1kg) 13.3-inch (33.8cm), Ultra-Light, WUXGA, AMD Radeon Graphics, 5MP Camera, bg0016AU","₹76,490",4.2,19,(16% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 48 mins. Details"
"Samsung Galaxy Book4 (Silver, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core 5 120U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","₹55,490",3.9,4,(31% off),In stock,"FREE delivery Saturday, 1 March. Order within 21 hrs 2 mins. Details"
"ASUS Vivobook 16X, 16"" FHD+ (1920 x 1200), Intel Core i5-13420H Processor, (16GB RAM/512GB SSD/RTX 3050/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Indie Black/1.8 Kg), K3605VC-RP412WS",₹N/A,3.6,167,No featured offers available,,Not Mentioned
"Acer Travelmate Business Laptop Intel Core i7-1165G7 Processor (Windows 11 Home/16 GB DDR4/512 GB SSD/Intel Iris Xe Graphics) TMP214-53 with 35.56 cm (14"") Full HD Display",₹N/A,3.2,20,No featured offers available,,Not Mentioned
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","₹40,990",4.0,127,(33% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 47 mins. Details"
"ASUS Vivobook 15, Core i3-1215U 12th Gen, Thin and Light Laptop, 15.6"" FHD, 60Hz (8 GB RAM/512GB SSD/Windows11/Office 2021/42WHr /Silver/1.40 kg), X1504ZA-NJ322WS","₹31,990",3.7,331,(44% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 47 mins. Details"
"JioBook 11 with Lifetime Office/Android 4G Laptop Mediatek 8788 (JioOS) / Octa-core/ 4GB RAM / 64 eMMC Storage/Thin and Light Laptop (11.6 inch, 990 Grams)/ Dual Band WiFi + SIM/Blue","₹12,990",3.0,335,(48% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 47 mins. Details"
"Lenovo IdeaPad Slim 3 Core i5 13420H (16GB RAM/512GB SSD/15.6"" (39.6cm)/Integrated Intel UHD Graphics/Windows 11/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 83EM00H0IN Laptop","₹59,049",5.0,1,(32% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Dell Inspiron 5445 Thin & Light Laptop, AMD R5-8540U Processor, 16GB DDR5 + 512GB SSD, 14"" (35.52cm) FHD+AG 250nits Display, Backlit KB, Win 11 + MSO'21, 15 Months McAfee, Ice Blue, 1.61kg","₹60,390",5.0,1,(23% off),In stock,"FREE delivery Saturday, 1 March. Details"
"HP Laptop 15s, 11th Gen Intel Core i5-1155G7, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin & Light (Win 11, MSO 2021, Silver, 1.69 kg), fr4001TU","₹49,350",4.1,271,(29% off),In stock,"FREE delivery Saturday, 1 March. Details"
HP Firefly 16 inch G11/BZ MB WS ZB/Firefly 16 G11/DSC U7-155H/32GB/1TB SSD/RTX A500 4GB/Win11 Pro 64/3 Year Warranty(A1VX4PT),"₹1,42,000",5.0,1,(43% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 46 mins. Details"
